id,key,value,type 
7841698,tiger:cfcc,A41,cfcc
7841698,tiger:county,"Alameda, CA",count
7841698,tiger:reviewed,yes,revie
7841698,tiger:zip_left,94709,zip_l
7841698,tiger:name_base,Delaware,name_
7841698,tiger:name_type,St,name_
7841698,tiger:zip_right,94709,zip_r
7852879,highway,residential,regular
7852879,tiger:cfcc,A41,cfcc
7852879,tiger:county,"Contra Costa, CA",count
7853144,highway,residential,regular
7853144,tiger:cfcc,A41,cfcc
7853144,tiger:tlid,192052878,tlid
7853144,tiger:county,"Contra Costa, CA",count
7853144,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7853144,tiger:reviewed,no,revie
7853144,tiger:separated,no,separ
7853144,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7853695,lanes,1,regular
7853695,oneway,yes,regular
7853695,bicycle,no,regular
7853695,highway,motorway_link,regular
7853695,tiger:cfcc,A63,cfcc
7853695,turn:lanes,through,lane
7853695,tiger:county,"Contra Costa, CA",count
7853695,tiger:reviewed,no,revie
7854081,highway,residential,regular
7854081,tiger:cfcc,A41,cfcc
7854081,tiger:county,"Contra Costa, CA",count
7854081,tiger:reviewed,no,revie
7854171,highway,residential,regular
7854171,tiger:cfcc,A41,cfcc
7854171,tiger:county,"Contra Costa, CA",count
7854171,tiger:reviewed,no,revie
7854797,name,Junction Court,regular
7854797,highway,residential,regular
7854797,tiger:cfcc,A41,cfcc
7854797,tiger:county,"Contra Costa, CA",count
7854797,tiger:reviewed,no,revie
7854797,tiger:zip_left,94518,zip_l
7854797,tiger:name_base,Junction,name_
7854797,tiger:name_type,Ct,name_
7854797,tiger:zip_right,94518,zip_r
7855251,name,Marvin Drive,regular
7855251,highway,residential,regular
7855251,tiger:cfcc,A41,cfcc
7855251,tiger:tlid,192092386,tlid
7855251,tiger:county,"Contra Costa, CA",count
7855251,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7855251,tiger:reviewed,no,revie
7855251,tiger:zip_left,94523,zip_l
7855251,tiger:name_base,Marvin,name_
7855251,tiger:name_type,Dr,name_
7855251,tiger:separated,no,separ
7855251,tiger:zip_right,94523,zip_r
7855260,name,Presco Lane,regular
7855260,highway,residential,regular
7855260,created_by,Potlatch 0.10b,regular
7855260,tiger:cfcc,A41,cfcc
7855260,tiger:tlid,192038485,tlid
7855260,tiger:county,"Contra Costa, CA",count
7855260,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7855260,tiger:reviewed,no,revie
7855260,tiger:zip_left,94801,zip_l
7855260,tiger:name_base,Presco,name_
7855260,tiger:name_type,Ln,name_
7855260,tiger:separated,no,separ
7855260,tiger:zip_right,94801,zip_r
7855260,tiger:zip_left_1,94801,zip_l
7855882,highway,tertiary,regular
7855882,name,Cerrito Avenue,regular
7855882,tiger:cfcc,A41,cfcc
7855882,tiger:county,"Contra Costa, CA",count
7855882,tiger:name_base,Cerrito,name_
7855882,tiger:name_type,Ave,name_
7855882,tiger:reviewed,no,revie
7855882,tiger:zip_left,94805,zip_l
7855882,tiger:zip_right,94805,zip_r
7857291,name,Tres Almendras,regular
7857291,highway,residential,regular
7857291,tiger:cfcc,A41,cfcc
7857291,tiger:tlid,192049013,tlid
7857291,tiger:county,"Contra Costa, CA",count
7857291,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7857291,tiger:reviewed,no,revie
7857291,tiger:zip_left,94549,zip_l
7857291,tiger:name_base,Tres Almendras,name_
7857291,tiger:separated,no,separ
7857291,tiger:zip_right,94549,zip_r
7857291,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7857452,name,Rouse Court,regular
7857452,highway,residential,regular
7857452,tiger:cfcc,A41,cfcc
7857452,tiger:tlid,192049347,tlid
7857452,tiger:county,"Contra Costa, CA",count
7857452,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7857452,tiger:reviewed,no,revie
7857452,tiger:zip_left,94523,zip_l
7857452,tiger:name_base,Rouse,name_
7857452,tiger:name_type,Ct,name_
7857452,tiger:separated,no,separ
7857452,tiger:zip_right,94523,zip_r
7857478,name,James Place,regular
7857478,highway,residential,regular
7857478,tiger:cfcc,A41,cfcc
7857478,tiger:tlid,192043526:192043528,tlid
7857478,tiger:county,"Contra Costa, CA",count
7857478,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7857478,tiger:reviewed,no,revie
7857478,tiger:zip_left,94530,zip_l
7857478,tiger:name_base,James,name_
7857478,tiger:name_type,Pl,name_
7857478,tiger:separated,no,separ
7857478,tiger:zip_right,94530,zip_r
7857478,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7857868,name,Downer Avenue,regular
7857868,highway,residential,regular
7857868,tiger:cfcc,A41,cfcc
7857868,tiger:tlid,192039723:192039152:192039154:192039155:192039682:192039683:192039692:192039693,tlid
7857868,tiger:county,"Contra Costa, CA",count
7857868,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7857868,tiger:reviewed,no,revie
7857868,tiger:zip_left,94804,zip_l
7857868,tiger:name_base,Downer,name_
7857868,tiger:name_type,Ave,name_
7857868,tiger:separated,no,separ
7857868,tiger:zip_right,94804,zip_r
7857868,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7858123,name,Ironbark Place,regular
7858123,highway,residential,regular
7858123,created_by,Potlatch 0.10f,regular
7858123,tiger:cfcc,A41,cfcc
7858123,tiger:tlid,192045134,tlid
7858123,tiger:county,"Contra Costa, CA",count
7858123,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7858123,tiger:reviewed,no,revie
7858123,tiger:zip_left,94563,zip_l
7858123,tiger:name_base,Ironbark,name_
7858123,tiger:name_type,Pl,name_
7858123,tiger:separated,no,separ
7858123,tiger:zip_right,94563,zip_r
7858405,highway,service,regular
7858405,name,Wilkinson Lane,regular
7858405,tiger:cfcc,A41,cfcc
7858405,tiger:county,"Contra Costa, CA",count
7858405,tiger:name_base,Wilkinson,name_
7858405,tiger:name_type,Ln,name_
7858405,tiger:reviewed,no,revie
7858405,tiger:zip_left,94549,zip_l
7858405,tiger:zip_right,94549,zip_r
7858426,name,Sherman Drive,regular
7858426,highway,residential,regular
7858426,tiger:cfcc,A41,cfcc
7858426,tiger:tlid,192054069:192053981:192054031,tlid
7858426,tiger:county,"Contra Costa, CA",count
7858426,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7858426,tiger:reviewed,no,revie
7858426,tiger:zip_left,94523,zip_l
7858426,tiger:name_base,Sherman,name_
7858426,tiger:name_type,Dr,name_
7858426,tiger:separated,no,separ
7858426,tiger:zip_right,94523,zip_r
7858482,highway,residential,regular
7858482,name,Sanford Avenue,regular
7858482,tiger:cfcc,A41,cfcc
7858482,tiger:county,"Contra Costa, CA",count
7858482,tiger:name_base,Sanford,name_
7858482,tiger:name_type,Ave,name_
7858482,tiger:zip_left,94806,zip_l
7858482,tiger:zip_right,94806,zip_r
7858512,name,Dover Drive,regular
7858512,highway,residential,regular
7858512,tiger:cfcc,A41,cfcc
7858512,tiger:county,"Contra Costa, CA",count
7858512,tiger:reviewed,no,revie
7858512,tiger:zip_left,94598,zip_l
7858512,tiger:name_base,Dover,name_
7858512,tiger:name_type,Dr,name_
7858512,tiger:zip_right,94598,zip_r
7858540,name,Moraga Boulevard,regular
7858540,highway,residential,regular
7858540,tiger:cfcc,A41,cfcc
7858540,tiger:county,"Contra Costa, CA",count
7858540,tiger:reviewed,no,revie
7858540,tiger:zip_left,94549,zip_l
7858540,tiger:name_base,Moraga,name_
7858540,tiger:name_type,Blvd,name_
7858540,tiger:zip_right,94549,zip_r
7858653,name,Stone Valley Road West,regular
7858653,highway,residential,regular
7858653,tiger:cfcc,A41,cfcc
7858653,tiger:county,"Contra Costa, CA",count
7858653,tiger:reviewed,no,revie
7858653,tiger:zip_left,94507,zip_l
7858653,tiger:name_base,Stone Valley,name_
7858653,tiger:name_type,Rd,name_
7858653,tiger:zip_right,94507,zip_r
7858653,tiger:name_direction_suffix,W,name_
7858993,name,Maggie Lane,regular
7858993,highway,residential,regular
7858993,tiger:cfcc,A41,cfcc
7858993,tiger:county,"Contra Costa, CA",count
7858993,tiger:reviewed,no,revie
7858993,tiger:zip_left,94597,zip_l
7858993,tiger:name_base,Geary,name_
7858993,tiger:name_type,Ct,name_
7858993,tiger:zip_right,94597,zip_r
7859357,name,Vicki Lane,regular
7859357,highway,residential,regular
7859357,tiger:cfcc,A41,cfcc
7859357,tiger:tlid,192049262:192092490,tlid
7859357,tiger:county,"Contra Costa, CA",count
7859357,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7859357,tiger:reviewed,no,revie
7859357,tiger:zip_left,94523,zip_l
7859357,tiger:name_base,Vicki,name_
7859357,tiger:name_type,Ln,name_
7859357,tiger:separated,no,separ
7859357,tiger:zip_right,94523,zip_r
7859461,name,Kings Crown Court,regular
7859461,highway,residential,regular
7859461,created_by,Potlatch 0.10f,regular
7859461,tiger:cfcc,A41,cfcc
7859461,tiger:tlid,192051576,tlid
7859461,tiger:county,"Contra Costa, CA",count
7859461,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7859461,tiger:reviewed,no,revie
7859461,tiger:zip_left,94556,zip_l
7859461,tiger:name_base,Kings Crown,name_
7859461,tiger:name_type,Ct,name_
7859461,tiger:separated,no,separ
7859461,tiger:zip_right,94556,zip_r
7859887,name,Hillendale Court,regular
7859887,highway,residential,regular
7859887,created_by,Potlatch 0.10f,regular
7859887,tiger:cfcc,A41,cfcc
7859887,tiger:tlid,192063291,tlid
7859887,tiger:county,"Contra Costa, CA",count
7859887,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7859887,tiger:reviewed,no,revie
7859887,tiger:zip_left,94596,zip_l
7859887,tiger:name_base,Hillendale,name_
7859887,tiger:name_type,Ct,name_
7859887,tiger:separated,no,separ
7859887,tiger:zip_right,94596,zip_r
7860452,name,Apple Court,regular
7860452,highway,residential,regular
7860452,tiger:cfcc,A41,cfcc
7860452,tiger:county,"Contra Costa, CA",count
7860452,tiger:reviewed,no,revie
7860452,tiger:zip_left,94518,zip_l
7860452,tiger:name_base,Apple,name_
7860452,tiger:name_type,Ct,name_
7860452,tiger:zip_right,94518,zip_r
7860585,name,Saint Lawrence Way,regular
7860585,highway,residential,regular
7860585,tiger:cfcc,A41,cfcc
7860585,tiger:county,"Contra Costa, CA",count
7860585,tiger:reviewed,no,revie
7860585,tiger:zip_left,94523,zip_l
7860585,tiger:name_base,St Lawrence,name_
7860585,tiger:name_type,Way,name_
7860585,tiger:zip_right,94523,zip_r
7861103,name,Amherst Avenue,regular
7861103,highway,residential,regular
7861103,tiger:cfcc,A41,cfcc
7861103,tiger:county,"Contra Costa, CA",count
7861103,tiger:zip_left,94708,zip_l
7861103,tiger:name_base,Amherst,name_
7861103,tiger:name_type,Ave,name_
7861103,tiger:zip_right,94708,zip_r
7861552,name,Orchard Road,regular
7861552,highway,residential,regular
7861552,tiger:cfcc,A41,cfcc
7861552,tiger:tlid,192114682:192114683:192050786,tlid
7861552,tiger:county,"Contra Costa, CA",count
7861552,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7861552,tiger:reviewed,no,revie
7861552,tiger:zip_left,94563,zip_l
7861552,tiger:name_base,Orchard,name_
7861552,tiger:name_type,Rd,name_
7861552,tiger:separated,no,separ
7861552,tiger:zip_right,94563,zip_r
7861594,name,Alice Avenue,regular
7861594,highway,residential,regular
7861594,tiger:cfcc,A41,cfcc
7861594,tiger:tlid,192063245,tlid
7861594,tiger:county,"Contra Costa, CA",count
7861594,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7861594,tiger:reviewed,no,revie
7861594,tiger:zip_left,94596,zip_l
7861594,tiger:name_base,Alice,name_
7861594,tiger:name_type,Ave,name_
7861594,tiger:separated,no,separ
7861594,tiger:zip_right,94596,zip_r
7861873,highway,tertiary,regular
7861873,name,South 31st Street,regular
7861873,sidewalk,both,regular
7861873,tiger:cfcc,A41,cfcc
7861873,tiger:county,"Contra Costa, CA",count
7861873,tiger:name_base,31st,name_
7861873,tiger:name_direction_prefix,S,name_
7861873,tiger:name_type,St,name_
7861873,tiger:reviewed,no,revie
7861966,name,Garden Estates Court,regular
7861966,highway,residential,regular
7861966,created_by,Potlatch 0.10f,regular
7861966,tiger:cfcc,A41,cfcc
7861966,tiger:tlid,192063575,tlid
7861966,tiger:county,"Contra Costa, CA",count
7861966,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7861966,tiger:reviewed,no,revie
7861966,tiger:zip_left,94507,zip_l
7861966,tiger:name_base,Garden Estates,name_
7861966,tiger:name_type,Ct,name_
7861966,tiger:separated,no,separ
7861966,tiger:zip_right,94507,zip_r
7862036,name,Mendota Way,regular
7862036,highway,residential,regular
7862036,tiger:cfcc,A41,cfcc
7862036,tiger:tlid,192048750,tlid
7862036,tiger:county,"Contra Costa, CA",count
7862036,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7862036,tiger:zip_left,94597,zip_l
7862036,tiger:name_base,Mendota,name_
7862036,tiger:name_type,Way,name_
7862036,tiger:separated,no,separ
7862036,tiger:zip_right,94597,zip_r
7862036,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7862135,name,Felix Avenue,regular
7862135,highway,residential,regular
7862135,tiger:cfcc,A41,cfcc
7862135,tiger:tlid,192042317,tlid
7862135,tiger:county,"Contra Costa, CA",count
7862135,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7862135,tiger:reviewed,no,revie
7862135,tiger:zip_left,94805,zip_l
7862135,tiger:name_base,Felix,name_
7862135,tiger:name_type,Ave,name_
7862135,tiger:separated,no,separ
7862135,tiger:zip_right,94805,zip_r
7862135,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7863288,name,Sean Place,regular
7863288,highway,residential,regular
7863288,tiger:cfcc,A41,cfcc
7863288,tiger:county,"Contra Costa, CA",count
7863288,tiger:reviewed,no,revie
7863288,tiger:zip_left,94518,zip_l
7863288,tiger:name_base,Sean,name_
7863288,tiger:name_type,Pl,name_
7863288,tiger:zip_right,94518,zip_r
7863931,name,La Espiral Road,regular
7863931,highway,residential,regular
7863931,tiger:cfcc,A41,cfcc
7863931,tiger:tlid,192045075,tlid
7863931,tiger:county,"Contra Costa, CA",count
7863931,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7863931,tiger:reviewed,no,revie
7863931,tiger:zip_left,94563,zip_l
7863931,tiger:name_base,La Espiral,name_
7863931,tiger:name_type,Rd,name_
7863931,tiger:separated,no,separ
7863931,tiger:zip_right,94563,zip_r
7864217,name,Beatrice Road,regular
7864217,highway,residential,regular
7864217,tiger:cfcc,A41,cfcc
7864217,tiger:county,"Contra Costa, CA",count
7864217,tiger:zip_left,94523,zip_l
7864217,tiger:name_base,Beatrice,name_
7864217,tiger:name_type,Rd,name_
7864217,tiger:zip_right,94523,zip_r
7864351,name,Windsor Avenue,regular
7864351,highway,residential,regular
7864351,tiger:cfcc,A41,cfcc
7864351,source:name,survey,name
7864351,tiger:county,"Contra Costa, CA",count
7864351,tiger:zip_left,94708,zip_l
7864351,tiger:name_base,Windsor,name_
7864351,tiger:name_type,Ave,name_
7864351,tiger:zip_right,94708,zip_r
7864537,name,Weller Court,regular
7864537,highway,residential,regular
7864537,tiger:cfcc,A41,cfcc
7864537,tiger:tlid,192049321,tlid
7864537,tiger:county,"Contra Costa, CA",count
7864537,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7864537,tiger:reviewed,no,revie
7864537,tiger:zip_left,94523,zip_l
7864537,tiger:name_base,Weller,name_
7864537,tiger:name_type,Ct,name_
7864537,tiger:separated,no,separ
7864537,tiger:zip_right,94523,zip_r
7864939,name,Ellery Court,regular
7864939,highway,residential,regular
7864939,tiger:cfcc,A41,cfcc
7864939,tiger:county,"Contra Costa, CA",count
7864939,tiger:reviewed,no,revie
7864939,tiger:zip_left,94595,zip_l
7864939,tiger:name_base,Ellery,name_
7864939,tiger:name_type,Ct,name_
7864939,tiger:zip_right,94595,zip_r
7865189,name,Whitethorne Drive,regular
7865189,highway,residential,regular
7865189,tiger:cfcc,A41,cfcc
7865189,tiger:tlid,192051799:192051800,tlid
7865189,tiger:county,"Contra Costa, CA",count
7865189,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7865189,tiger:reviewed,no,revie
7865189,tiger:zip_left,94556,zip_l
7865189,tiger:name_base,Whitethorne,name_
7865189,tiger:name_type,Dr,name_
7865189,tiger:separated,no,separ
7865189,tiger:zip_right,94556,zip_r
7865304,name,Appaloosa Drive,regular
7865304,highway,residential,regular
7865304,tiger:cfcc,A41,cfcc
7865304,tiger:county,"Contra Costa, CA",count
7865304,tiger:reviewed,no,revie
7865304,tiger:zip_left,94596,zip_l
7865304,tiger:name_base,Appaloosa,name_
7865304,tiger:name_type,Dr,name_
7865304,tiger:zip_right,94596,zip_r
7865582,name,Rocky Ridge Trail,regular
7865582,horse,permissive,regular
7865582,access,permissive,regular
7865582,highway,track,regular
7865582,tiger:cfcc,A41,cfcc
7865582,tiger:county,"Contra Costa, CA",count
7865582,motor_vehicle,no,regular
7865582,tiger:reviewed,no,revie
7865582,tiger:name_base,Rocky Ridge,name_
7865582,tiger:name_type,Rd,name_
7865717,name,Lombard Lane,regular
7865717,highway,residential,regular
7865717,tiger:cfcc,A41,cfcc
7865717,tiger:county,"Contra Costa, CA",count
7865717,tiger:reviewed,no,revie
7865717,tiger:zip_left,94549,zip_l
7865717,tiger:name_base,Lombard,name_
7865717,tiger:name_type,Ln,name_
7865717,tiger:zip_right,94549,zip_r
7866858,name,Miramonte Road,regular
7866858,highway,residential,regular
7866858,tiger:cfcc,A41,cfcc
7866858,tiger:county,"Contra Costa, CA",count
7866858,tiger:reviewed,no,revie
7866858,tiger:zip_left,94597,zip_l
7866858,tiger:name_base,Miramonte,name_
7866858,tiger:name_type,Rd,name_
7866858,tiger:zip_right,94597,zip_r
7866976,name,Placer Ridge Road,regular
7866976,highway,residential,regular
7866976,tiger:cfcc,A41,cfcc
7866976,tiger:county,"Contra Costa, CA",count
7866976,tiger:reviewed,no,revie
7866976,tiger:name_base,Placer Ridge,name_
7866976,tiger:name_type,Rd,name_
7867515,name,Snowberry Lane,regular
7867515,highway,residential,regular
7867515,tiger:cfcc,A41,cfcc
7867515,tiger:tlid,192044884,tlid
7867515,tiger:county,"Contra Costa, CA",count
7867515,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7867515,tiger:reviewed,no,revie
7867515,tiger:zip_left,94563,zip_l
7867515,tiger:name_base,Snowberry,name_
7867515,tiger:name_type,Ln,name_
7867515,tiger:separated,no,separ
7867515,tiger:zip_right,94563,zip_r
7867709,name,Galen Drive,regular
7867709,highway,residential,regular
7867709,tiger:cfcc,A41,cfcc
7867709,tiger:county,"Contra Costa, CA",count
7867709,tiger:reviewed,no,revie
7867709,tiger:zip_left,94597,zip_l
7867709,tiger:name_base,Galen,name_
7867709,tiger:name_type,Dr,name_
7867709,tiger:zip_right,94597,zip_r
7867760,name,Cindy Court,regular
7867760,highway,residential,regular
7867760,tiger:cfcc,A41,cfcc
7867760,tiger:tlid,192049267,tlid
7867760,tiger:county,"Contra Costa, CA",count
7867760,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7867760,tiger:zip_left,94523,zip_l
7867760,tiger:name_base,Cindy,name_
7867760,tiger:name_type,Ct,name_
7867760,tiger:separated,no,separ
7867760,tiger:zip_right,94523,zip_r
7868250,name,Hamar Street,regular
7868250,highway,residential,regular
7868250,created_by,Potlatch 0.10f,regular
7868250,tiger:cfcc,A41,cfcc
7868250,tiger:tlid,192048389,tlid
7868250,tiger:county,"Contra Costa, CA",count
7868250,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7868250,tiger:reviewed,no,revie
7868250,tiger:zip_left,94523,zip_l
7868250,tiger:name_base,Hamar,name_
7868250,tiger:name_type,St,name_
7868250,tiger:separated,no,separ
7868250,tiger:zip_right,94523,zip_r
7868733,name,26th Street,regular
7868733,highway,residential,regular
7868733,tiger:cfcc,A41,cfcc
7868733,tiger:county,"Contra Costa, CA",count
7868733,tiger:reviewed,no,revie
7868733,tiger:zip_left,94804,zip_l
7868733,tiger:name_base,26th,name_
7868733,tiger:name_type,St,name_
7868733,tiger:zip_right,94804,zip_r
7868882,name,Hookston Road,regular
7868882,oneway,yes,regular
7868882,highway,tertiary,regular
7868882,tiger:cfcc,A41,cfcc
7868882,tiger:county,"Contra Costa, CA",count
7868882,tiger:reviewed,no,revie
7868882,tiger:name_base,Hookston,name_
7868882,tiger:name_type,Rd,name_
7869094,name,Pino Crest,regular
7869094,highway,residential,regular
7869094,tiger:cfcc,A41,cfcc
7869094,tiger:tlid,192056562,tlid
7869094,tiger:county,"Contra Costa, CA",count
7869094,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7869094,tiger:reviewed,no,revie
7869094,tiger:zip_left,94598,zip_l
7869094,tiger:name_base,Pino Crest,name_
7869094,tiger:separated,no,separ
7869094,tiger:zip_right,94598,zip_r
7869094,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7869532,name,Ridgeview Lane,regular
7869532,access,private,regular
7869532,highway,residential,regular
7869532,tiger:cfcc,A41,cfcc
7869532,tiger:county,"Contra Costa, CA",count
7869532,tiger:reviewed,no,revie
7869532,tiger:zip_left,94598,zip_l
7869532,tiger:name_base,Ridgeview,name_
7869532,tiger:name_type,Ln,name_
7869532,tiger:zip_right,94598,zip_r
7869718,name,Holland Circle,regular
7869718,highway,residential,regular
7869718,created_by,Potlatch 0.10f,regular
7869718,tiger:cfcc,A41,cfcc
7869718,tiger:tlid,192048737,tlid
7869718,tiger:county,"Contra Costa, CA",count
7869718,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7869718,tiger:reviewed,no,revie
7869718,tiger:zip_left,94597,zip_l
7869718,tiger:name_base,Holland,name_
7869718,tiger:name_type,Cir,name_
7869718,tiger:separated,no,separ
7869797,name,Acalanes Avenue,regular
7869797,highway,residential,regular
7869797,tiger:cfcc,A41,cfcc
7869797,tiger:tlid,192089012:192049012,tlid
7869797,tiger:county,"Contra Costa, CA",count
7869797,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7869797,tiger:reviewed,no,revie
7869797,tiger:name_base,Acalanes,name_
7869797,tiger:name_type,Ave,name_
7869797,tiger:separated,no,separ
7870004,name,Avila Lane,regular
7870004,highway,residential,regular
7870004,created_by,Potlatch 0.10f,regular
7870004,tiger:cfcc,A41,cfcc
7870004,tiger:tlid,192107477,tlid
7870004,tiger:county,"Contra Costa, CA",count
7870004,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7870004,tiger:reviewed,no,revie
7870004,tiger:name_base,Avila,name_
7870004,tiger:name_type,Ln,name_
7870004,tiger:separated,no,separ
7871361,name,Sutro Avenue,regular
7871361,highway,residential,regular
7871361,tiger:cfcc,A41,cfcc
7871361,tiger:county,"Contra Costa, CA",count
7871361,tiger:reviewed,no,revie
7871361,tiger:zip_left,94806,zip_l
7871361,tiger:name_base,Sutro,name_
7871361,tiger:name_type,Ave,name_
7871361,tiger:zip_right,94806,zip_r
7872016,name,La Caminita,regular
7872016,highway,residential,regular
7872016,tiger:cfcc,A41,cfcc
7872016,tiger:county,"Contra Costa, CA",count
7872016,tiger:reviewed,no,revie
7872016,tiger:zip_left,94549,zip_l
7872016,tiger:name_base,La Caminita,name_
7872016,tiger:zip_right,94549,zip_r
7872354,name,Benedita Place,regular
7872354,highway,residential,regular
7872354,created_by,Potlatch 0.10f,regular
7872354,tiger:cfcc,A41,cfcc
7872354,tiger:tlid,192051350,tlid
7872354,tiger:county,"Contra Costa, CA",count
7872354,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7872354,tiger:reviewed,no,revie
7872354,tiger:zip_left,94556,zip_l
7872354,tiger:name_base,Benedita,name_
7872354,tiger:name_type,Pl,name_
7872354,tiger:separated,no,separ
7872354,tiger:zip_right,94556,zip_r
7872520,name,Berta Lane,regular
7872520,highway,residential,regular
7872520,created_by,Potlatch 0.10f,regular
7872520,tiger:cfcc,A41,cfcc
7872520,tiger:tlid,192048896,tlid
7872520,tiger:county,"Contra Costa, CA",count
7872520,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7872520,tiger:reviewed,no,revie
7872520,tiger:zip_left,94549,zip_l
7872520,tiger:name_base,Berta,name_
7872520,tiger:name_type,Ln,name_
7872520,tiger:separated,no,separ
7872520,tiger:zip_right,94549,zip_r
7873007,name,Joplin Court,regular
7873007,highway,residential,regular
7873007,created_by,Potlatch 0.10f,regular
7873007,tiger:cfcc,A41,cfcc
7873007,tiger:tlid,192048492,tlid
7873007,tiger:county,"Contra Costa, CA",count
7873007,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7873007,tiger:reviewed,no,revie
7873007,tiger:zip_left,94549,zip_l
7873007,tiger:name_base,Joplin,name_
7873007,tiger:name_type,Ct,name_
7873007,tiger:separated,no,separ
7873007,tiger:zip_right,94549,zip_r
7873293,name,Lancashire Place,regular
7873293,highway,residential,regular
7873293,tiger:cfcc,A41,cfcc
7873293,tiger:tlid,192055629,tlid
7873293,tiger:county,"Contra Costa, CA",count
7873293,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7873293,tiger:reviewed,no,revie
7873293,tiger:zip_left,94518,zip_l
7873293,tiger:name_base,Lancashire,name_
7873293,tiger:name_type,Pl,name_
7873293,tiger:separated,no,separ
7873293,tiger:zip_right,94518,zip_r
7873707,name,Bolla Avenue,regular
7873707,highway,residential,regular
7873707,created_by,Potlatch 0.10f,regular
7873707,tiger:cfcc,A41,cfcc
7873707,tiger:tlid,192097078:192063800:192063802:192063817:192063771:192063795,tlid
7873707,tiger:county,"Contra Costa, CA",count
7873707,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7873707,tiger:reviewed,no,revie
7873707,tiger:zip_left,94507,zip_l
7873707,tiger:name_base,Bolla,name_
7873707,tiger:name_type,Ave,name_
7873707,tiger:separated,no,separ
7873707,tiger:zip_right,94507,zip_r
7873734,name,Corte Bombero,regular
7873734,highway,residential,regular
7873734,created_by,Potlatch 0.10f,regular
7873734,tiger:cfcc,A41,cfcc
7873734,tiger:tlid,192051041,tlid
7873734,tiger:county,"Contra Costa, CA",count
7873734,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7873734,tiger:reviewed,no,revie
7873734,tiger:zip_left,94563,zip_l
7873734,tiger:name_base,Corte Bombero,name_
7873734,tiger:separated,no,separ
7873734,tiger:zip_right,94563,zip_r
7873734,tiger:upload_uuid,bulk_upload.pl-c06aeebd-526f-4861-b1a6-aa2b0d38e820,uploa
7873826,name,Gragg Lane,regular
7873826,highway,residential,regular
7873826,tiger:cfcc,A41,cfcc
7873826,tiger:tlid,192090141,tlid
7873826,tiger:county,"Contra Costa, CA",count
7873826,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7873826,tiger:reviewed,no,revie
7873826,tiger:zip_left,94518,zip_l
7873826,tiger:name_base,Gragg,name_
7873826,tiger:name_type,Ln,name_
7873826,tiger:separated,no,separ
7873826,tiger:zip_right,94518,zip_r
7873867,name,Pico Way,regular
7873867,highway,residential,regular
7873867,tiger:cfcc,A41,cfcc
7873867,tiger:tlid,192048751,tlid
7873867,tiger:county,"Contra Costa, CA",count
7873867,tiger:source,tiger_import_dch_v0.6_20070809,sourc
7873867,tiger:reviewed,no,revie
7873867,tiger:zip_left,94597,zip_l
7873867,tiger:name_base,Pico,name_
